Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
23,ModuleMobile,Mobile data sent last 24h (SIM1),199,22842991,22842991,Passed,,2.571%,84131840,208896
24,ModuleMobile,Active SIM card,205,1,1,Passed,,2.571%,84267008,135168
25,ModuleMobile,Mobile data received last week (SIM1),292,1736637038,1736637038,Passed,,2.573%,84262912,-4096
26,ModuleMobile,Mobile data sent last week (SIM1),294,145075063,145075063,Passed,,2.573%,84164608,-98304
27,ModuleMobile,Mobile data received last month (SIM1),296,875086427,1750155867,Failed,,2.574%,84324352,159744
28,ModuleMobile,Mobile data sent last month (SIM1),298,603647,154468607,Failed,,2.574%,84365312,40960
29,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,2.575%,84279296,-86016
30,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,2.579%,84549632,270336
31,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,2.58%,84406272,-143360
32,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,2.58%,84525056,118784
33,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,2.581%,84377600,-147456
34,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,2.581%,84422656,45056
35,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,2.581%,84439040,16384
36,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,2.582%,84443136,4096
37,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,2.582%,84463616,20480
38,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,2.582%,84602880,139264
39,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,2.583%,84512768,-90112
40,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,2.583%,84557824,45056
41,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,2.583%,84639744,81920
42,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,2.584%,84750336,110592
43,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,2.586%,84742144,-8192
44,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,2.587%,84389888,-352256
45,ModuleGPS,GPS speed,179,0,0,Passed,,2.587%,84340736,-49152
46,ModuleGPS,GPS satellite count,181,0,0,Passed,,2.588%,84406272,65536
47,ModuleGPS,GPS accuracy,183,0,0,Passed,,2.588%,84271104,-135168
48,ModuleSystem,System uptime,1,2421,2421,Passed,,2.588%,84340736,69632
49,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-79,-79,Passed,,2.588%,84344832,4096
50,ModuleSystem,System temperature (in 0.1 °C),5,370,370,Passed,,2.589%,84328448,-16384
51,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,2.589%,84267008,-61440
52,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,2.59%,84344832,77824
53,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,2.592%,84258816,-86016
54,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,2.594%,84226048,-32768
55,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,2.594%,84135936,-90112
56,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,2.595%,84201472,65536
57,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,2.599%,84353024,151552
58,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,2.6%,84287488,-65536
59,ModuleMobile,GSM operator name,23,bite,bite,Passed,,2.601%,84324352,36864
60,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,2.602%,84381696,57344
61,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,2.602%,84336640,-45056
62,ModuleMobile,Network type,119,lte,lte-a,Failed,,2.603%,84389888,53248
63,ModuleMobile,Mobile data received today (SIM1),185,228894658,228894658,Passed,,2.604%,84357120,-32768
64,ModuleMobile,Mobile data sent today (SIM1),187,22934238,22934238,Passed,,2.605%,84430848,73728
65,ModuleMobile,Mobile data received this week (SIM1),189,228894658,228894658,Passed,,2.605%,84393984,-36864
66,ModuleMobile,Mobile data sent this week (SIM1),191,22934238,22934238,Passed,,2.606%,84561920,167936
67,ModuleMobile,Mobile data received this month (SIM1),193,1706619649,1706619649,Passed,,2.607%,84869120,307200
68,ModuleMobile,Mobile data sent this month (SIM1),195,138654109,138654109,Passed,,2.609%,84692992,-176128
69,ModuleMobile,Mobile data received last 24h (SIM1),197,228894658,228894658,Passed,,2.609%,84578304,-114688
70,ModuleMobile,Mobile data sent last 24h (SIM1),199,22934238,22934238,Passed,,2.609%,84578304,0
71,ModuleMobile,Active SIM card,205,1,1,Passed,,2.61%,84578304,0
72,ModuleMobile,Mobile data received last week (SIM1),292,1736808010,1736808010,Passed,,2.61%,84471808,-106496
73,ModuleMobile,Mobile data sent last week (SIM1),294,145158648,145158648,Passed,,2.611%,84717568,245760
74,ModuleMobile,Mobile data received last month (SIM1),296,1750326839,1750326839,Passed,,2.611%,84525056,-192512
75,ModuleMobile,Mobile data sent last month (SIM1),298,77285248,154552192,Failed,,2.611%,84537344,12288
76,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,2.612%,84717568,180224
77,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,2.612%,84742144,24576
78,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,2.613%,84848640,106496
79,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,2.613%,84852736,4096
80,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,2.614%,84873216,20480
81,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,2.614%,84795392,-77824
82,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,2.615%,84680704,-114688
83,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,2.615%,84946944,266240
84,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,2.616%,84783104,-163840
85,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,2.617%,84717568,-65536
86,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,2.617%,84787200,69632
87,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,2.617%,84774912,-12288
88,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,2.618%,84762624,-12288
89,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,2.618%,84746240,-16384
90,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,2.621%,84901888,155648
91,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,2.621%,84856832,-45056
92,ModuleGPS,GPS speed,179,0,0,Passed,,2.622%,84840448,-16384
93,ModuleGPS,GPS satellite count,181,0,0,Passed,,2.622%,84836352,-4096
94,ModuleGPS,GPS accuracy,183,0,0,Passed,,2.622%,84926464,90112
95,ModuleSystem,System uptime,1,2453,2453,Passed,,2.624%,84774912,-151552
96,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-79,-79,Passed,,2.624%,84762624,-12288
97,ModuleSystem,System temperature (in 0.1 °C),5,360,360,Passed,,2.627%,84754432,-8192
98,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,2.628%,84705280,-49152
99,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,2.629%,84705280,0
100,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,2.629%,84574208,-131072
101,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,2.629%,84672512,98304
102,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,2.63%,84865024,192512
103,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,2.63%,84627456,-237568
104,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,2.633%,84520960,-106496
105,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,2.633%,84430848,-90112
106,ModuleMobile,GSM operator name,23,bite,bite,Passed,,2.634%,84213760,-217088
107,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,2.635%,84287488,73728
108,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,2.635%,84295680,8192
109,ModuleMobile,Network type,119,lte,lte-a,Failed,,2.636%,84291584,-4096
110,ModuleMobile,Mobile data received today (SIM1),185,114548978,229073138,Failed,,2.637%,84307968,16384
111,ModuleMobile,Mobile data sent today (SIM1),187,23048947,23048947,Passed,,2.637%,84414464,106496
112,ModuleMobile,Mobile data received this week (SIM1),189,114548978,229073138,Failed,,2.638%,84430848,16384
113,ModuleMobile,Mobile data sent this week (SIM1),191,23048947,23048947,Passed,,2.638%,84393984,-36864
114,ModuleMobile,Mobile data received this month (SIM1),193,1706798129,1706798129,Passed,,2.639%,84455424,61440
115,ModuleMobile,Mobile data sent this month (SIM1),195,69398962,138768818,Failed,,2.641%,84606976,151552
116,ModuleMobile,Mobile data received last 24h (SIM1),197,114548978,229073138,Failed,,2.641%,84590592,-16384
117,ModuleMobile,Mobile data sent last 24h (SIM1),199,23048947,23048947,Passed,,2.641%,84561920,-28672
118,ModuleMobile,Active SIM card,205,1,1,Passed,,2.641%,84738048,176128
119,ModuleMobile,Mobile data received last week (SIM1),292,868503418,1736986490,Failed,,2.642%,84738048,0
120,ModuleMobile,Mobile data sent last week (SIM1),294,145273357,145273357,Passed,,2.642%,84754432,16384
121,ModuleMobile,Mobile data received last month (SIM1),296,1750505319,1750505319,Passed,,2.642%,84803584,49152
122,ModuleMobile,Mobile data sent last month (SIM1),298,4835221,154666901,Failed,,2.643%,84803584,0
123,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,2.644%,84901888,98304
124,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,2.644%,84713472,-188416
125,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,2.644%,84848640,135168
126,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,2.644%,84692992,-155648
127,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,2.645%,84611072,-81920
128,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,2.645%,84672512,61440
