Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
52,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8001977141008365%,78274560,49152
53,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8003090626943821%,78307328,32768
54,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8004830116967065%,78520320,212992
55,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8007485076242604%,78450688,-69632
56,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8009556041220667%,78282752,-167936
57,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.8016601642535814%,78483456,200704
58,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8021625205573701%,78454784,-28672
59,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.802516894848393%,78348288,-106496
60,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8029348075810461%,78376960,28672
61,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8032015514278457%,78487552,110592
62,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8035630088936041%,78524416,36864
63,ModuleMobile,Mobile data received today (SIM1),185,10953872,43787408,Failed,,0.8037316199260847%,78471168,-53248
64,ModuleMobile,Mobile data sent today (SIM1),187,5278813,5278813,Passed,,0.8039722486736456%,78585856,114688
65,ModuleMobile,Mobile data received this week (SIM1),189,355740838,1422929062,Failed,,0.8040762784203737%,78467072,-118784
66,ModuleMobile,Mobile data sent this week (SIM1),191,118654768,118654768,Passed,,0.8042538207003069%,78585856,118784
67,ModuleMobile,Mobile data received this month (SIM1),193,1392740701,1392740701,Passed,,0.8044580473628882%,78647296,61440
68,ModuleMobile,Mobile data sent this month (SIM1),195,56084181,112150229,Failed,,0.8045690246026527%,78635008,-12288
69,ModuleMobile,Mobile data received last 24h (SIM1),197,10953872,43787408,Failed,,0.8047358570710483%,78700544,65536
70,ModuleMobile,Mobile data sent last 24h (SIM1),199,5278813,5278813,Passed,,0.8049689886462263%,78663680,-36864
71,ModuleMobile,Active SIM card,205,1,1,Passed,,0.805140534042037%,78643200,-20480
72,ModuleMobile,Mobile data received last week (SIM1),292,1425200995,1425200995,Passed,,0.8052462648895142%,78606336,-36864
73,ModuleMobile,Mobile data sent last week (SIM1),294,120821918,120821918,Passed,,0.8054514497260579%,78843904,237568
74,ModuleMobile,Mobile data received last month (SIM1),296,718238867,1436447891,Failed,,0.8056511499299979%,78716928,-126976
75,ModuleMobile,Mobile data sent last month (SIM1),298,128048312,128048312,Passed,,0.8058241653279508%,78696448,-20480
76,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8059996667813429%,78688256,-8192
77,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8062095631748756%,78790656,102400
78,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.80653337471146%,78782464,-8192
79,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8066767040187606%,78929920,147456
80,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8069705839625851%,78888960,-40960
81,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8070737641682979%,78872576,-16384
82,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8071741949043143%,78782464,-90112
83,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8074037352467367%,78909440,126976
84,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8075694569999348%,78819328,-90112
85,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.8077414114891712%,79020032,200704
86,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8079101143596779%,78987264,-32768
87,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8080481559245234%,78831616,-155648
88,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8082185938795061%,78970880,139264
89,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8084443356671023%,79007744,36864
90,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8086730641938544%,78843904,-163840
91,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8089107809448493%,78745600,-98304
92,ModuleGPS,GPS speed,179,0,0,Passed,,0.8090764390748406%,78852096,106496
93,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8092186905167997%,78614528,-237568
94,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.8094471342586562%,78622720,8192
95,ModuleSystem,System uptime,1,8120,8120,Passed,,0.8095837613637191%,78651392,28672
96,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.80983479839708%,78635008,-16384
97,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.8100242821924453%,78589952,-45056
98,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8102247665510376%,78700544,110592
99,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.810487778582003%,78667776,-32768
100,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8106920028383313%,78680064,12288
101,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8110112680955406%,78737408,57344
102,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8112767561780143%,78643200,-94208
103,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8113840264812655%,78671872,28672
104,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.812204565839969%,78635008,-36864
105,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8124722803211637%,78503936,-131072
106,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8126807098123967%,78643200,139264
107,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.813125632696976%,78696448,53248
108,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8134497439557187%,78602240,-94208
109,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8137745720303458%,78446592,-155648
110,ModuleMobile,Mobile data received today (SIM1),185,171461,43843781,Failed,,0.8140348840332989%,78491648,45056
111,ModuleMobile,Mobile data sent today (SIM1),187,5296847,5296847,Passed,,0.8142665703293361%,78528512,36864
112,ModuleMobile,Mobile data received this week (SIM1),189,88938715,1422985435,Failed,,0.8144139159303565%,78647296,118784
113,ModuleMobile,Mobile data sent this week (SIM1),191,118672802,118672802,Passed,,0.814677471396752%,78737408,90112
114,ModuleMobile,Mobile data received this month (SIM1),193,696411538,1392797074,Failed,,0.8149046061731835%,78598144,-139264
115,ModuleMobile,Mobile data sent this month (SIM1),195,112168263,112168263,Passed,,0.8150433827357029%,78532608,-65536
116,ModuleMobile,Mobile data received last 24h (SIM1),197,171461,43843781,Failed,,0.8152436514888173%,78589952,57344
117,ModuleMobile,Mobile data sent last 24h (SIM1),199,5296847,5296847,Passed,,0.8154125349570607%,78630912,40960
118,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8155563294531376%,78671872,40960
119,ModuleMobile,Mobile data received last week (SIM1),292,1425257368,1425257368,Passed,,0.8158818328212525%,78725120,53248
120,ModuleMobile,Mobile data sent last week (SIM1),294,120839952,120839952,Passed,,0.8160542220841838%,78729216,4096
121,ModuleMobile,Mobile data received last month (SIM1),296,718262472,1436504264,Failed,,0.8162238340817196%,78675968,-53248
122,ModuleMobile,Mobile data sent last month (SIM1),298,32023338,128066346,Failed,,0.8163964639799182%,78761984,86016
123,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8165992032817093%,78602240,-159744
124,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8167090723980364%,78745600,143360
125,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8168247373797288%,78934016,188416
126,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8170261999715378%,78905344,-28672
127,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8171985521141956%,78942208,36864
128,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8173683757246031%,78786560,-155648
129,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8175085867108911%,78843904,57344
130,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8177454339819978%,78860288,16384
131,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8178572916811344%,78905344,45056
132,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.8180303747253204%,78827520,-77824
133,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8181758693832419%,78782464,-45056
134,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8183125205643016%,78884864,102400
135,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.818598690649508%,78880768,-4096
136,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8188681341744997%,79024128,143360
137,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8190391652386886%,78966784,-57344
138,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8191785683973385%,78991360,24576
139,ModuleGPS,GPS speed,179,0,0,Passed,,0.819252953646854%,78962688,-28672
140,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8193905771009535%,78909440,-53248
141,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.8195939650577744%,78942208,32768
142,ModuleSystem,System uptime,1,8130,8130,Passed,,0.819754585855148%,78823424,-118784
143,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8200335529984004%,78888960,65536
144,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.820223731041414%,78823424,-65536
145,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8203013634046741%,78921728,98304
146,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8205244025327185%,78999552,77824
147,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8207858786447586%,78913536,-86016
148,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8209555467180163%,78843904,-69632
149,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8211285017513226%,78880768,36864
150,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8212984110539723%,78897152,16384
151,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.821985846233575%,79011840,114688
152,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.822219864071827%,78897152,-114688
153,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8225145347402485%,78966784,69632
154,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8228364647611786%,78958592,-8192
155,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8231624192073905%,78999552,40960
156,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8233975929699433%,79097856,98304
157,ModuleMobile,Mobile data received today (SIM1),185,10974195,43856883,Failed,,0.8235633362580375%,78934016,-163840
158,ModuleMobile,Mobile data sent today (SIM1),187,5303157,5303157,Passed,,0.8237392333334648%,79036416,102400
159,ModuleMobile,Mobile data received this week (SIM1),189,355761161,1422998537,Failed,,0.823881491825329%,78852096,-184320
160,ModuleMobile,Mobile data sent this week (SIM1),191,118679112,118679112,Passed,,0.8241094018106132%,78999552,147456
161,ModuleMobile,Mobile data received this month (SIM1),193,1392810176,1392810176,Passed,,0.8242493619530333%,79118336,118784
162,ModuleMobile,Mobile data sent this month (SIM1),195,112174573,112174573,Passed,,0.8244563321854415%,79015936,-102400
163,ModuleMobile,Mobile data received last 24h (SIM1),197,10974195,43856883,Failed,,0.8246294086265205%,79015936,0
164,ModuleMobile,Mobile data sent last 24h (SIM1),199,5303157,5303157,Passed,,0.8247971388201436%,78974976,-40960
165,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8249997687262312%,79024128,49152
166,ModuleMobile,Mobile data received last week (SIM1),292,1425270470,1425270470,Passed,,0.825107085381227%,78880768,-143360
167,ModuleMobile,Mobile data sent last week (SIM1),294,120846262,120846262,Passed,,0.8253005416796078%,78880768,0
168,ModuleMobile,Mobile data received last month (SIM1),296,1436517366,1436517366,Passed,,0.8254978055177498%,78864384,-16384
169,ModuleMobile,Mobile data sent last month (SIM1),298,32029648,128072656,Failed,,0.8256407758069351%,78893056,28672
170,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8258724231377523%,78917632,24576
171,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8260118182280674%,78888960,-28672
172,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8261514630542699%,78925824,36864
173,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8262936505807672%,78991360,65536
174,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8265194092396455%,78741504,-249856
175,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8267242665693231%,79015936,274432
176,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8268366277003114%,78929920,-86016
177,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8270679705157269%,78954496,24576
178,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8272391767254583%,79011840,57344
179,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.8274784120651968%,79020032,8192
180,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8277089673044302%,79081472,61440
181,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8278162027919977%,79147008,65536
182,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8280367873861993%,79323136,176128
183,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8281756030675713%,79208448,-114688
184,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8283480479783445%,79171584,-36864
185,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8284621571026385%,79097856,-73728
186,ModuleGPS,GPS speed,179,0,0,Passed,,0.8286664397952226%,79007744,-90112
187,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8288696948409391%,79020032,12288
188,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.829011806829616%,78958592,-61440
189,ModuleSystem,System uptime,1,8140,8140,Passed,,0.82913725714997%,78270464,-688128
190,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8294119659310262%,78381056,110592
191,ModuleSystem,System temperature (in 0.1 °C),5,410,410,Passed,,0.8295099305747344%,78467072,86016
192,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8296823059146474%,78368768,-98304
193,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8298603021752782%,78426112,57344
194,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8300260178565777%,78323712,-102400
195,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8301894234588492%,78393344,69632
196,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8303841466514861%,78450688,57344
197,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8305518853040983%,78450688,0
198,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.8314489519306356%,78266368,-184320
199,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8318249529000177%,78229504,-36864
200,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8321495435361981%,78372864,143360
201,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8324458572864568%,78454784,81920
202,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8327426537792282%,78540800,86016
203,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8330345448743337%,78540800,0
204,ModuleMobile,Mobile data received today (SIM1),185,43879741,43879741,Passed,,0.8332668514606012%,78487552,-53248
205,ModuleMobile,Mobile data sent today (SIM1),187,668896,5313760,Failed,,0.8334354926842646%,78565376,77824
206,ModuleMobile,Mobile data received this week (SIM1),189,1423021395,1423021395,Passed,,0.8336967878017298%,78516224,-49152
207,ModuleMobile,Mobile data sent this week (SIM1),191,7421875,118689715,Failed,,0.8338908211024787%,78442496,-73728
208,ModuleMobile,Mobile data received this month (SIM1),193,1392833034,1392833034,Passed,,0.8340851012584416%,78479360,36864
209,ModuleMobile,Mobile data sent this month (SIM1),195,112185176,112185176,Passed,,0.8342919621476375%,78536704,57344
210,ModuleMobile,Mobile data received last 24h (SIM1),197,43879741,43879741,Passed,,0.8344277118823684%,78487552,-49152
211,ModuleMobile,Mobile data sent last 24h (SIM1),199,668896,5313760,Failed,,0.8345601143216141%,78561280,73728
212,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8347279342516223%,78495744,-65536
213,ModuleMobile,Mobile data received last week (SIM1),292,712654864,1425293328,Failed,,0.8348598085941683%,78569472,73728
214,ModuleMobile,Mobile data sent last week (SIM1),294,30220577,120856865,Failed,,0.8350514670218412%,78639104,69632
215,ModuleMobile,Mobile data received last month (SIM1),296,1436540224,1436540224,Passed,,0.8351558742068055%,78516224,-122880
216,ModuleMobile,Mobile data sent last month (SIM1),298,64054587,128083259,Failed,,0.8353513729238649%,78585856,69632
217,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8355517508433552%,78606336,20480
218,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8358121632024651%,78557184,-49152
219,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8361369818638886%,78700544,143360
220,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8363417124543804%,78536704,-163840
221,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8364812486066908%,78716928,180224
222,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8367783418019026%,78823424,106496
223,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8370061143567642%,78790656,-32768
224,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8372354235071322%,78884864,94208
225,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8376171216883277%,78774272,-110592
226,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.837754301226401%,78696448,-77824
227,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8379209732395476%,78733312,36864
228,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8380589150398965%,78745600,12288
229,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8382214447628766%,78700544,-45056
230,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8383614393143834%,78716928,16384
231,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8384672882005062%,78692352,-24576
232,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.838661355729653%,78782464,90112
233,ModuleGPS,GPS speed,179,0,0,Passed,,0.8388287612153267%,78884864,102400
234,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8389635687750641%,78884864,0
235,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.8391063774116359%,78950400,65536
236,ModuleSystem,System uptime,1,8151,8151,Passed,,0.839131912127522%,78835712,-114688
237,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8394342997625315%,78737408,-98304
238,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.839680278900401%,78544896,-192512
239,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8398737373504273%,78508032,-36864
240,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8400739073007424%,78540800,32768
241,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8402981202691673%,78622720,81920
242,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8405882640756812%,78540800,-81920
243,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8407522027356951%,78471168,-69632
244,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8408848445946249%,78479360,8192
245,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.8417929038070482%,78680064,200704
246,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8420511119609841%,78790656,110592
247,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8424626009736813%,78761984,-28672
248,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8427923792741043%,78721024,-40960
249,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8432668623378881%,78802944,81920
250,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8436805475448894%,78712832,-90112
251,ModuleMobile,Mobile data received today (SIM1),185,22312391,44594631,Failed,,0.8438231908648564%,78827520,114688
252,ModuleMobile,Mobile data sent today (SIM1),187,1358232,5388696,Failed,,0.8441126205325888%,78766080,-61440
253,ModuleMobile,Mobile data received this week (SIM1),189,711884253,1423736285,Failed,,0.8442479819652626%,78815232,49152
254,ModuleMobile,Mobile data sent this week (SIM1),191,29701227,118764651,Failed,,0.844415394671072%,78880768,65536
255,ModuleMobile,Mobile data received this month (SIM1),193,1393547924,1393547924,Passed,,0.8446140781111167%,78921728,40960
256,ModuleMobile,Mobile data sent this month (SIM1),195,112260112,112260112,Passed,,0.8447905709241477%,78962688,40960
