Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
26,ModuleMobile,Mobile data sent last week (SIM1),294,121035860,121035860,Passed,,0.6796260898398687%,79167488,61440
27,ModuleMobile,Mobile data received last month (SIM1),296,697032303,1394040431,Failed,,0.6796558363085015%,78991360,-176128
28,ModuleMobile,Mobile data sent last month (SIM1),298,1926076,123208636,Failed,,0.6796952009864854%,79237120,245760
29,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.6797257756162134%,79192064,-45056
30,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.6797970954353083%,79269888,77824
31,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.6798662047754811%,79261696,-8192
32,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.6799202199202159%,79327232,65536
33,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.6799586440031091%,79306752,-20480
34,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.6799897146598233%,79380480,73728
35,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.6800202878082917%,79384576,4096
36,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.6800830916490863%,79437824,53248
37,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.6801374366691038%,79433728,-4096
38,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.6801846495269714%,79560704,126976
39,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.6802303695964684%,79351808,-208896
40,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.6802858744745399%,79642624,290816
41,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.6803322019655944%,79626240,-16384
42,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.680377367997187%,79560704,-65536
43,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.680415070502649%,79618048,57344
44,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6804858319072515%,79704064,86016
45,ModuleGPS,GPS speed,179,0,0,Passed,,0.6805167896835829%,79675392,-28672
46,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.6805706889198682%,79675392,0
47,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.6806092196902092%,79716352,40960
48,ModuleSystem,System uptime,1,30881,30881,Passed,,0.6806652612705633%,79728640,12288
49,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.680757575412827%,79777792,49152
50,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.680810032377499%,79831040,53248
51,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.680840876878519%,79884288,53248
52,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.6808950480470921%,79908864,24576
53,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.6809501594604361%,79937536,28672
54,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.6810041638229181%,79831040,-106496
55,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.6810673451716376%,79978496,147456
56,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.6811137208823315%,80072704,94208
57,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.6813060176032004%,80195584,122880
58,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.6814030151299333%,80166912,-28672
59,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.6815400842767549%,80023552,-143360
60,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.6816201607524053%,80039936,16384
61,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.6816843720753862%,80084992,45056
62,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.6817737883865416%,80097280,12288
63,ModuleMobile,Mobile data received today (SIM1),185,417109769,417109769,Passed,,0.6818123648926755%,80105472,8192
64,ModuleMobile,Mobile data sent today (SIM1),187,11828583,47267175,Failed,,0.6818589555668386%,80150528,45056
65,ModuleMobile,Mobile data received this week (SIM1),189,345141867,1380528747,Failed,,0.681913338683493%,80257024,106496
66,ModuleMobile,Mobile data sent this week (SIM1),191,113818166,113818166,Passed,,0.6819493655582098%,80109568,-147456
67,ModuleMobile,Mobile data received this month (SIM1),193,1350340386,1350340386,Passed,,0.6820037477787033%,80211968,102400
68,ModuleMobile,Mobile data sent this month (SIM1),195,53672411,107313627,Failed,,0.682058018766285%,80224256,12288
69,ModuleMobile,Mobile data received last 24h (SIM1),197,213800129,427578561,Failed,,0.6821046631028116%,80293888,69632
70,ModuleMobile,Mobile data sent last 24h (SIM1),199,1562418,49940274,Failed,,0.6821747399208822%,80281600,-12288
71,ModuleMobile,Active SIM card,205,1,1,Passed,,0.6822211063932104%,80224256,-57344
72,ModuleMobile,Mobile data received last week (SIM1),292,695618490,1391217594,Failed,,0.6822595139009624%,80330752,106496
73,ModuleMobile,Mobile data sent last week (SIM1),294,121038934,121038934,Passed,,0.68230488190415%,80261120,-69632
74,ModuleMobile,Mobile data received last month (SIM1),296,697039448,1394047576,Failed,,0.6823519126620714%,80302080,40960
75,ModuleMobile,Mobile data sent last month (SIM1),298,7704510,123211710,Failed,,0.6824215989458482%,80207872,-94208
76,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.6824847677930901%,80261120,53248
77,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.6825310767109349%,80416768,155648
78,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.6825605812123992%,80404480,-12288
79,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.6826160679683002%,80379904,-24576
80,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.6826530865105318%,80330752,-49152
81,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.6826909366556722%,80326656,-4096
82,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.6827382978706109%,80498688,172032
83,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.6827847158398792%,80359424,-139264
84,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.6828316327877837%,80326656,-32768
85,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.6828776063088848%,80318464,-8192
86,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.6829325917469764%,80392192,73728
87,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.6829869110085873%,80338944,-53248
88,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.6830570903591071%,80437248,98304
89,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.6831040612518824%,80392192,-45056
90,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6831581017812671%,80392192,0
91,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6832055161454242%,80363520,-28672
92,ModuleGPS,GPS speed,179,0,0,Passed,,0.6832514315546989%,80482304,118784
93,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.683289444297619%,80449536,-32768
94,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.6833114857050737%,80576512,126976
95,ModuleSystem,System uptime,1,30889,30889,Passed,,0.6833342499916517%,80338944,-237568
96,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.6834103821543036%,80519168,180224
97,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.683462363629439%,80474112,-45056
98,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.683493693114634%,80445440,-28672
99,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.6835551856144595%,80351232,-94208
100,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.6835853485301469%,80515072,163840
101,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.6836325363009155%,80474112,-40960
102,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.6836779465647869%,80404480,-69632
103,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.6837171766931549%,80375808,-28672
104,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.6839176705742522%,80490496,114688
105,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.684015164629681%,80470016,-20480
106,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.6841113781901553%,80416768,-53248
107,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.6841679175180526%,80441344,24576
108,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.6842595845526156%,80482304,40960
109,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.6843474984195019%,80494592,12288
110,ModuleMobile,Mobile data received today (SIM1),185,417130365,417130365,Passed,,0.6843949011215211%,80486400,-8192
111,ModuleMobile,Mobile data sent today (SIM1),187,23651680,47277408,Failed,,0.6844486473441713%,80453632,-32768
112,ModuleMobile,Mobile data received this week (SIM1),189,1380549343,1380549343,Passed,,0.6844879267906223%,80502784,49152
113,ModuleMobile,Mobile data sent this week (SIM1),191,113828399,113828399,Passed,,0.6845262052434964%,80367616,-135168
114,ModuleMobile,Mobile data received this month (SIM1),193,1350360982,1350360982,Passed,,0.6845642054098766%,80568320,200704
115,ModuleMobile,Mobile data sent this month (SIM1),195,107323860,107323860,Passed,,0.6846029281897592%,80453632,-114688
116,ModuleMobile,Mobile data received last 24h (SIM1),197,427599157,427599157,Passed,,0.6846413727007561%,80338944,-114688
117,ModuleMobile,Mobile data sent last 24h (SIM1),199,12496683,49950507,Failed,,0.684687828356767%,80240640,-98304
118,ModuleMobile,Active SIM card,205,1,1,Passed,,0.6847344505578667%,80277504,36864
119,ModuleMobile,Mobile data received last week (SIM1),292,1391238190,1391238190,Passed,,0.6847809056058085%,80199680,-77824
120,ModuleMobile,Mobile data sent last week (SIM1),294,15134799,121049167,Failed,,0.6848276940966458%,80326656,126976
121,ModuleMobile,Mobile data received last month (SIM1),296,1394068172,1394068172,Passed,,0.684889447861492%,80166912,-159744
122,ModuleMobile,Mobile data sent last month (SIM1),298,30816183,123221943,Failed,,0.6849529813665267%,80187392,20480
123,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.6850217993971341%,80084992,-102400
124,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.6850687533906052%,80224256,139264
125,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.6851310615409334%,80162816,-61440
126,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.6851699482361862%,80343040,180224
127,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.6852064415789672%,80207872,-135168
128,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.685259679938699%,80277504,69632
129,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.6852990110667312%,80334848,57344
130,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.685327937585023%,80326656,-8192
131,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.6853752791700307%,80416768,90112
132,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.6854196699988879%,80351232,-65536
133,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.6854661758849634%,80404480,53248
134,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.68552024677494%,80494592,90112
135,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.6855831074791374%,80523264,28672
136,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.6856121988842334%,80433152,-90112
137,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.685666825424569%,80506880,73728
138,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6857222870220614%,80437248,-69632
139,ModuleGPS,GPS speed,179,0,0,Passed,,0.6857601677409009%,80375808,-61440
140,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.6857900933435412%,80220160,-155648
141,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.6858374879552209%,80363520,143360
142,ModuleSystem,System uptime,1,30898,30898,Passed,,0.6858684938733983%,80412672,49152
143,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.6859356830630992%,80216064,-196608
144,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.6859809580489706%,80216064,0
145,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.6860347440311276%,80228352,12288
146,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.6860800180879978%,80375808,147456
147,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.6861178389907185%,80580608,204800
148,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.6861967678348013%,80445440,-135168
149,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.686266850294881%,80478208,32768
150,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.686313683068418%,80433152,-45056
151,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.6864978337213778%,80465920,32768
152,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.6865870353260473%,80420864,-45056
153,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.686667890766246%,80388096,-32768
154,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.6867875080051156%,80314368,-73728
155,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.6868844886761205%,80359424,45056
156,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.6869723421277563%,80408576,49152
157,ModuleMobile,Mobile data received today (SIM1),185,417136277,417136277,Passed,,0.6870102673526501%,80457728,49152
158,ModuleMobile,Mobile data sent today (SIM1),187,23654651,47280379,Failed,,0.6870649355458447%,80543744,86016
159,ModuleMobile,Mobile data received this week (SIM1),189,1380555255,1380555255,Passed,,0.6871262731763861%,80461824,-81920
160,ModuleMobile,Mobile data sent this week (SIM1),191,113831370,113831370,Passed,,0.6871897864810128%,80498688,36864
161,ModuleMobile,Mobile data received this month (SIM1),193,1350366894,1350366894,Passed,,0.6872361098197333%,80510976,12288
162,ModuleMobile,Mobile data sent this month (SIM1),195,107326831,107326831,Passed,,0.6872747030532311%,80506880,-4096
163,ModuleMobile,Mobile data received last 24h (SIM1),197,427605069,427605069,Passed,,0.6873210816116693%,80371712,-135168
164,ModuleMobile,Mobile data sent last 24h (SIM1),199,12499654,49953478,Failed,,0.6873839797444714%,80441344,69632
165,ModuleMobile,Active SIM card,205,1,1,Passed,,0.6874221814362924%,80449536,8192
166,ModuleMobile,Mobile data received last week (SIM1),292,1391244102,1391244102,Passed,,0.6874690614561252%,80404480,-45056
167,ModuleMobile,Mobile data sent last week (SIM1),294,15137770,121052138,Failed,,0.687523559092984%,80457728,53248
168,ModuleMobile,Mobile data received last month (SIM1),296,1394074084,1394074084,Passed,,0.6875621507559937%,80420864,-36864
169,ModuleMobile,Mobile data sent last month (SIM1),298,61621074,123224914,Failed,,0.6876081366069653%,80437248,16384
170,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.687647453658935%,80437248,0
171,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.6876859887796294%,80564224,126976
172,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.687757562962088%,80629760,65536
173,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.687811444300912%,80441344,-188416
174,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.6878483029329141%,80519168,77824
175,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.6878871161603017%,80572416,53248
176,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.6879335465288516%,80408576,-163840
177,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.6880106132112762%,80539648,131072
178,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.68807322688057%,80535552,-4096
179,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.6881033043282248%,80470016,-65536
180,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.6881575737851642%,80351232,-118784
181,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.6882206333510443%,80449536,98304
182,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.688258829882038%,80400384,-49152
183,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.6882972497016748%,80412672,12288
184,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.688367701510717%,80338944,-73728
185,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.688422080856288%,80302080,-36864
186,ModuleGPS,GPS speed,179,0,0,Passed,,0.6884688431492147%,80330752,28672
187,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.6885070940736093%,80343040,12288
188,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.6885535762888084%,80457728,114688
189,ModuleSystem,System uptime,1,30907,30907,Passed,,0.688577134913082%,80384000,-73728
190,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.6886357163016332%,80388096,4096
191,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.688664391525251%,80412672,24576
192,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.6887108706934431%,80420864,8192
193,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.6887737558622153%,80338944,-81920
194,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.6888276824954076%,80441344,102400
195,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.6888905668588463%,80396288,-45056
196,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.6889526117843991%,80523264,126976
197,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.6889914175669642%,80420864,-102400
198,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.6892248635697706%,80465920,45056
199,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.6893047148861409%,80445440,-20480
200,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.6893859632600252%,80322560,-122880
201,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.6894583073466465%,80371712,49152
202,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.6895458791486675%,80416768,45056
203,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.689626841612978%,80330752,-86016
204,ModuleMobile,Mobile data received today (SIM1),185,417136277,417136277,Passed,,0.6896967725902758%,80343040,12288
205,ModuleMobile,Mobile data sent today (SIM1),187,23654651,47280379,Failed,,0.6897433555575816%,80412672,69632
206,ModuleMobile,Mobile data received this week (SIM1),189,1380555255,1380555255,Passed,,0.6897974406531615%,80310272,-102400
207,ModuleMobile,Mobile data sent this week (SIM1),191,113831370,113837013,Failed,,0.6898446950323489%,80248832,-61440
208,ModuleMobile,Mobile data received this month (SIM1),193,675208941,1350393581,Failed,,0.6898978832604818%,80240640,-8192
209,ModuleMobile,Mobile data sent this month (SIM1),195,107332474,107332474,Passed,,0.6899525832650522%,80486400,245760
210,ModuleMobile,Mobile data received last 24h (SIM1),197,106914956,427631756,Failed,,0.6899982683676198%,80297984,-188416
211,ModuleMobile,Mobile data sent last 24h (SIM1),199,24989905,49959121,Failed,,0.6900372913044683%,80375808,77824
212,ModuleMobile,Active SIM card,205,1,1,Passed,,0.6900750815782009%,80265216,-110592
213,ModuleMobile,Mobile data received last week (SIM1),292,173915013,1391270789,Failed,,0.6901537427402848%,80330752,65536
214,ModuleMobile,Mobile data sent last week (SIM1),294,30274037,121057781,Failed,,0.6901753519170994%,80269312,-61440
215,ModuleMobile,Mobile data received last month (SIM1),296,697059875,1394100771,Failed,,0.690214654070298%,80424960,155648
216,ModuleMobile,Mobile data sent last month (SIM1),298,61626717,123230557,Failed,,0.6902605612455592%,80384000,-40960
217,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.6902904560003642%,80326656,-57344
218,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.6903454333070713%,80306176,-20480
219,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.6903835016503157%,80228352,-77824
220,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.6904389267599731%,80334848,106496
221,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.690485168604904%,80297984,-36864
222,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.6905065516902065%,80261120,-36864
223,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.690545347683702%,80232448,-28672
224,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.6905917568493569%,80318464,86016
225,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.6906391188173489%,80330752,12288
226,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.6906762321115645%,80273408,-57344
227,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.6907155318045199%,80248832,-24576
228,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.690769440833372%,80351232,102400
229,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.6908146708355267%,80470016,118784
230,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.690869588441223%,80408576,-61440
231,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.690923608346572%,80429056,20480
232,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6909943119321138%,80379904,-49152
233,ModuleGPS,GPS speed,179,0,0,Passed,,0.6910407181342393%,80371712,-8192
234,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.6910876289274892%,80359424,-12288
235,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.6911339223368063%,80420864,61440
236,ModuleSystem,System uptime,1,30915,30915,Passed,,0.6911502730914121%,80248832,-172032
237,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.6912257793975529%,80379904,131072
238,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.6912859478758193%,80412672,32768
239,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.6913394574141973%,80265216,-147456
240,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.6913776300962904%,80314368,49152
241,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.6914245369872063%,80416768,102400
242,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.6914785504308241%,80408576,-8192
243,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.6915167222401153%,80322560,-86016
244,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.6915621688001306%,80289792,-32768
245,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.6917623181785237%,80515072,225280
246,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.6918351199483919%,80478208,-36864
247,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.6919164859415017%,80498688,20480
248,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.6920051803395166%,80441344,-57344
249,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.6920782574055817%,80433152,-8192
250,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.6921659925731793%,80384000,-49152
251,ModuleMobile,Mobile data received today (SIM1),185,208594644,417162964,Failed,,0.692221346555455%,80551936,167936
252,ModuleMobile,Mobile data sent today (SIM1),187,47286022,47286022,Passed,,0.6922679658889264%,80416768,-135168
253,ModuleMobile,Mobile data received this week (SIM1),189,21572150,1380581942,Failed,,0.6923304804457464%,80384000,-32768
254,ModuleMobile,Mobile data sent this week (SIM1),191,1779669,113837013,Failed,,0.6923767619765875%,80556032,172032
255,ModuleMobile,Mobile data received this month (SIM1),193,675208941,1350393581,Failed,,0.6924482911990326%,80379904,-176128
256,ModuleMobile,Mobile data sent this month (SIM1),195,107332474,107332474,Passed,,0.6925012831763167%,80478208,98304
