Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
70,ModuleMobile,Mobile data sent last 24h (SIM1),199,12971998,12971998,Passed,,3.657%,84365312,20480
71,ModuleMobile,Active SIM card,205,1,1,Passed,,3.658%,84324352,-40960
72,ModuleMobile,Mobile data received last week (SIM1),292,40720591,651495631,Failed,,3.658%,84361216,36864
73,ModuleMobile,Mobile data sent last week (SIM1),294,12971998,12971998,Passed,,3.659%,84377600,16384
74,ModuleMobile,Mobile data received last month (SIM1),296,40720591,651495631,Failed,,3.66%,84578304,200704
75,ModuleMobile,Mobile data sent last month (SIM1),298,12971998,12971998,Passed,,3.66%,84520960,-57344
76,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,3.661%,84389888,-131072
77,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,3.662%,84471808,81920
78,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,3.663%,84484096,12288
79,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,3.663%,84631552,147456
80,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,3.664%,84570112,-61440
81,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,3.665%,84594688,24576
82,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,3.665%,84537344,-57344
83,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,3.666%,84615168,77824
84,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,3.666%,84721664,106496
85,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,3.667%,84807680,86016
86,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,3.668%,84889600,81920
87,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,3.668%,84701184,-188416
88,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,3.669%,84840448,139264
89,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,3.67%,85057536,217088
90,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.67%,84860928,-196608
91,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.671%,84918272,57344
92,ModuleGPS,GPS speed,179,0,0,Passed,,3.672%,84959232,40960
93,ModuleGPS,GPS satellite count,181,0,0,Passed,,3.673%,84975616,16384
94,ModuleGPS,GPS accuracy,183,0,0,Passed,,3.674%,84987904,12288
95,ModuleSystem,System uptime,1,1723,1723,Passed,,3.673%,84840448,-147456
96,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,3.674%,84938752,98304
97,ModuleSystem,System temperature (in 0.1 °C),5,400,400,Passed,,3.675%,84971520,32768
98,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,3.676%,85045248,73728
99,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,3.677%,84877312,-167936
100,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,3.677%,85020672,143360
101,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,3.678%,84975616,-45056
102,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,3.679%,85094400,118784
103,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,3.68%,84938752,-155648
104,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,3.683%,85094400,155648
105,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,3.685%,85065728,-28672
106,ModuleMobile,GSM operator name,23,bite,bite,Passed,,3.686%,85041152,-24576
107,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,3.687%,84905984,-135168
108,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,3.688%,84824064,-81920
109,ModuleMobile,Network type,119,lte,lte-a,Failed,,3.689%,84905984,81920
110,ModuleMobile,Mobile data received today (SIM1),185,81444386,651501090,Failed,,3.689%,84865024,-40960
111,ModuleMobile,Mobile data sent today (SIM1),187,12973696,12973696,Passed,,3.69%,84918272,53248
112,ModuleMobile,Mobile data received this week (SIM1),189,81444386,651501090,Failed,,3.69%,84967424,49152
113,ModuleMobile,Mobile data sent this week (SIM1),191,12973696,12973696,Passed,,3.691%,84774912,-192512
114,ModuleMobile,Mobile data received this month (SIM1),193,81444386,651501090,Failed,,3.692%,84766720,-8192
115,ModuleMobile,Mobile data sent this month (SIM1),195,12973696,12973696,Passed,,3.693%,84959232,192512
116,ModuleMobile,Mobile data received last 24h (SIM1),197,81444386,651501090,Failed,,3.694%,84885504,-73728
117,ModuleMobile,Mobile data sent last 24h (SIM1),199,12973696,12973696,Passed,,3.695%,85053440,167936
118,ModuleMobile,Active SIM card,205,1,1,Passed,,3.695%,84901888,-151552
119,ModuleMobile,Mobile data received last week (SIM1),292,81444386,651501090,Failed,,3.696%,84951040,49152
120,ModuleMobile,Mobile data sent last week (SIM1),294,12973696,12973696,Passed,,3.696%,84905984,-45056
121,ModuleMobile,Mobile data received last month (SIM1),296,81444386,651501090,Failed,,3.697%,84992000,86016
122,ModuleMobile,Mobile data sent last month (SIM1),298,12973696,12973696,Passed,,3.698%,84971520,-20480
123,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,3.699%,84942848,-28672
124,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,3.7%,84811776,-131072
125,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,3.701%,84852736,40960
126,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,3.702%,84938752,86016
127,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,3.702%,84922368,-16384
128,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,3.703%,84975616,53248
129,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,3.704%,84946944,-28672
130,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,3.704%,84897792,-49152
131,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,3.705%,85118976,221184
132,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,3.705%,84967424,-151552
133,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,3.706%,84942848,-24576
134,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,3.707%,84934656,-8192
135,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,3.708%,84942848,8192
136,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,3.709%,84967424,24576
137,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.71%,84840448,-126976
138,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.71%,84934656,94208
139,ModuleGPS,GPS speed,179,0,0,Passed,,3.711%,84934656,0
140,ModuleGPS,GPS satellite count,181,0,0,Passed,,3.711%,84938752,4096
141,ModuleGPS,GPS accuracy,183,0,0,Passed,,3.712%,84901888,-36864
142,ModuleSystem,System uptime,1,1731,1731,Passed,,3.711%,84901888,0
143,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,3.712%,84942848,40960
144,ModuleSystem,System temperature (in 0.1 °C),5,400,400,Passed,,3.713%,85000192,57344
145,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,3.713%,85073920,73728
146,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,3.714%,85118976,45056
147,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,3.715%,85008384,-110592
148,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,3.716%,85164032,155648
149,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,3.717%,84930560,-233472
150,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,3.717%,84934656,4096
151,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,3.72%,85102592,167936
152,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,3.722%,84987904,-114688
153,ModuleMobile,GSM operator name,23,bite,bite,Passed,,3.723%,84979712,-8192
154,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,3.724%,85000192,20480
155,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,3.725%,85020672,20480
156,ModuleMobile,Network type,119,lte,lte-a,Failed,,3.725%,85028864,8192
157,ModuleMobile,Mobile data received today (SIM1),185,162884392,651504424,Failed,,3.726%,85045248,16384
158,ModuleMobile,Mobile data sent today (SIM1),187,50911,12976351,Failed,,3.727%,85049344,4096
159,ModuleMobile,Mobile data received this week (SIM1),189,162884392,651504424,Failed,,3.728%,85057536,8192
160,ModuleMobile,Mobile data sent this week (SIM1),191,50911,12976351,Failed,,3.728%,85151744,94208
161,ModuleMobile,Mobile data received this month (SIM1),193,162884392,651504424,Failed,,3.729%,85004288,-147456
162,ModuleMobile,Mobile data sent this month (SIM1),195,50911,12976351,Failed,,3.73%,85024768,20480
163,ModuleMobile,Mobile data received last 24h (SIM1),197,162884392,651504424,Failed,,3.73%,85037056,12288
164,ModuleMobile,Mobile data sent last 24h (SIM1),199,50911,12976351,Failed,,3.731%,85004288,-32768
165,ModuleMobile,Active SIM card,205,1,1,Passed,,3.732%,85065728,61440
166,ModuleMobile,Mobile data received last week (SIM1),292,162884392,651504424,Failed,,3.732%,85020672,-45056
167,ModuleMobile,Mobile data sent last week (SIM1),294,50911,12976351,Failed,,3.733%,85032960,12288
168,ModuleMobile,Mobile data received last month (SIM1),296,162884392,651504424,Failed,,3.733%,84996096,-36864
169,ModuleMobile,Mobile data sent last month (SIM1),298,50911,12976351,Failed,,3.733%,85082112,86016
170,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,3.734%,84996096,-86016
171,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,3.735%,84934656,-61440
172,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,3.736%,84996096,61440
173,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,3.736%,84951040,-45056
174,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,3.737%,85094400,143360
175,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,3.737%,84897792,-196608
176,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,3.738%,85086208,188416
177,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,3.739%,85106688,20480
178,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,3.739%,85008384,-98304
179,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,3.74%,84996096,-12288
180,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,3.74%,84967424,-28672
181,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,3.741%,84996096,28672
182,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,3.742%,85032960,36864
183,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,3.743%,84996096,-36864
184,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.744%,85024768,28672
185,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.745%,85045248,20480
186,ModuleGPS,GPS speed,179,0,0,Passed,,3.746%,84971520,-73728
187,ModuleGPS,GPS satellite count,181,0,0,Passed,,3.747%,85061632,90112
188,ModuleGPS,GPS accuracy,183,0,0,Passed,,3.748%,85164032,102400
189,ModuleSystem,System uptime,1,1739,1739,Passed,,3.747%,84877312,-286720
190,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,3.748%,85090304,212992
191,ModuleSystem,System temperature (in 0.1 °C),5,400,400,Passed,,3.749%,85012480,-77824
192,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,3.749%,85073920,61440
193,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,3.749%,84967424,-106496
194,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,3.75%,84905984,-61440
195,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,3.751%,84979712,73728
196,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,3.751%,85037056,57344
197,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,3.752%,85102592,65536
198,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,3.756%,84959232,-143360
199,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,3.756%,85065728,106496
200,ModuleMobile,GSM operator name,23,bite,bite,Passed,,3.758%,85049344,-16384
201,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,3.758%,85041152,-8192
202,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,3.759%,85073920,32768
203,ModuleMobile,Network type,119,lte,lte-a,Failed,,3.761%,85135360,61440
204,ModuleMobile,Mobile data received today (SIM1),185,162885744,651505776,Failed,,3.761%,84987904,-147456
205,ModuleMobile,Mobile data sent today (SIM1),187,406851,12977475,Failed,,3.762%,85082112,94208
206,ModuleMobile,Mobile data received this week (SIM1),189,162885744,651505776,Failed,,3.763%,84987904,-94208
207,ModuleMobile,Mobile data sent this week (SIM1),191,406851,12977475,Failed,,3.764%,84987904,0
208,ModuleMobile,Mobile data received this month (SIM1),193,162885744,651505776,Failed,,3.764%,85110784,122880
209,ModuleMobile,Mobile data sent this month (SIM1),195,406851,12977475,Failed,,3.766%,85045248,-65536
210,ModuleMobile,Mobile data received last 24h (SIM1),197,162885744,651505776,Failed,,3.766%,85106688,61440
211,ModuleMobile,Mobile data sent last 24h (SIM1),199,406851,12977475,Failed,,3.766%,85012480,-94208
212,ModuleMobile,Active SIM card,205,1,1,Passed,,3.767%,85155840,143360
213,ModuleMobile,Mobile data received last week (SIM1),292,162885744,651505776,Failed,,3.768%,84971520,-184320
214,ModuleMobile,Mobile data sent last week (SIM1),294,406851,12977475,Failed,,3.768%,85073920,102400
215,ModuleMobile,Mobile data received last month (SIM1),296,162885744,651505776,Failed,,3.769%,85147648,73728
216,ModuleMobile,Mobile data sent last month (SIM1),298,406851,12977475,Failed,,3.769%,85168128,20480
217,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,3.77%,85188608,20480
218,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,3.771%,85045248,-143360
219,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,3.772%,85159936,114688
220,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,3.772%,85323776,163840
221,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,3.773%,85045248,-278528
222,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,3.774%,85086208,40960
223,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,3.774%,85147648,61440
224,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,3.775%,85118976,-28672
225,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,3.776%,85147648,28672
226,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,3.777%,84959232,-188416
227,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,3.777%,85135360,176128
228,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,3.778%,85147648,12288
229,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,3.779%,85078016,-69632
230,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,3.78%,85028864,-49152
231,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.78%,85073920,45056
232,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.781%,85045248,-28672
233,ModuleGPS,GPS speed,179,0,0,Passed,,3.782%,85049344,4096
234,ModuleGPS,GPS satellite count,181,0,0,Passed,,3.783%,85147648,98304
235,ModuleGPS,GPS accuracy,183,0,0,Passed,,3.784%,85045248,-102400
236,ModuleSystem,System uptime,1,1747,1747,Passed,,3.783%,85098496,53248
237,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,3.783%,85139456,40960
238,ModuleSystem,System temperature (in 0.1 °C),5,400,400,Passed,,3.784%,85250048,110592
239,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,3.785%,85123072,-126976
240,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,3.786%,85258240,135168
241,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,3.786%,85155840,-102400
242,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,3.787%,85250048,94208
243,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,3.788%,85164032,-86016
244,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,3.788%,85213184,49152
245,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,3.792%,85262336,49152
246,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,3.793%,85266432,4096
247,ModuleMobile,GSM operator name,23,bite,bite,Passed,,3.794%,85209088,-57344
248,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,3.795%,85147648,-61440
249,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,3.795%,85139456,-8192
250,ModuleMobile,Network type,119,lte,lte-a,Failed,,3.796%,85110784,-28672
251,ModuleMobile,Mobile data received today (SIM1),185,162885744,651505776,Failed,,3.797%,85188608,77824
252,ModuleMobile,Mobile data sent today (SIM1),187,406851,12977475,Failed,,3.798%,85225472,36864
253,ModuleMobile,Mobile data received this week (SIM1),189,162885744,651505776,Failed,,3.798%,85229568,4096
254,ModuleMobile,Mobile data sent this week (SIM1),191,406851,12977475,Failed,,3.799%,85299200,69632
255,ModuleMobile,Mobile data received this month (SIM1),193,162885744,651505776,Failed,,3.8%,85221376,-77824
256,ModuleMobile,Mobile data sent this month (SIM1),195,406851,12978284,Failed,,3.801%,85176320,-45056
257,ModuleMobile,Mobile data received last 24h (SIM1),197,162886789,651506821,Failed,,3.802%,85184512,8192
258,ModuleMobile,Mobile data sent last 24h (SIM1),199,813164,12978284,Failed,,3.803%,85209088,24576
259,ModuleMobile,Active SIM card,205,1,1,Passed,,3.803%,85254144,45056
260,ModuleMobile,Mobile data received last week (SIM1),292,162886789,651506821,Failed,,3.804%,85106688,-147456
261,ModuleMobile,Mobile data sent last week (SIM1),294,813164,12978284,Failed,,3.805%,85282816,176128
262,ModuleMobile,Mobile data received last month (SIM1),296,162886789,651506821,Failed,,3.805%,85245952,-36864
263,ModuleMobile,Mobile data sent last month (SIM1),298,813164,12978284,Failed,,3.806%,85192704,-53248
264,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,3.807%,85327872,135168
265,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,3.807%,85327872,0
266,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,3.808%,85311488,-16384
267,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,3.809%,85278720,-32768
268,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,3.809%,85295104,16384
269,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,3.81%,85258240,-36864
270,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,3.811%,85270528,12288
271,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,3.812%,85159936,-110592
272,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,3.813%,85143552,-16384
273,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,3.813%,85209088,65536
274,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,3.814%,85213184,4096
275,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,3.814%,85262336,49152
276,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,3.815%,85168128,-94208
277,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,3.816%,85282816,114688
278,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.817%,85172224,-110592
279,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,3.818%,85356544,184320
280,ModuleGPS,GPS speed,179,0,0,Passed,,3.818%,85348352,-8192
281,ModuleGPS,GPS satellite count,181,0,0,Passed,,3.819%,85413888,65536
282,ModuleGPS,GPS accuracy,183,0,0,Passed,,3.82%,85344256,-69632
283,ModuleSystem,System uptime,1,1755,1755,Passed,,3.818%,85340160,-4096
