Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
45,ModuleGPS,GPS speed,179,0,0,Passed,,1.269%,79343616,28672
46,ModuleGPS,GPS satellite count,181,0,0,Passed,,1.27%,79486976,143360
47,ModuleGPS,GPS accuracy,183,0,0,Passed,,1.271%,79376384,-110592
48,ModuleSystem,System uptime,1,4329,4329,Passed,,1.271%,79425536,49152
49,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-81,-81,Passed,,1.273%,79720448,294912
50,ModuleSystem,System temperature (in 0.1 °C),5,380,380,Passed,,1.273%,79650816,-69632
51,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,1.273%,79687680,36864
52,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,1.274%,79585280,-102400
53,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,1.274%,79638528,53248
54,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,1.274%,79667200,28672
55,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,1.275%,79507456,-159744
56,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,1.276%,79466496,-40960
57,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,1.279%,80007168,540672
58,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,1.279%,79818752,-188416
59,ModuleMobile,GSM operator name,23,bite,bite,Passed,,1.28%,79863808,45056
60,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,1.281%,79867904,4096
61,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,1.282%,80109568,241664
62,ModuleMobile,Network type,119,lte,lte-a,Failed,,1.283%,79831040,-278528
63,ModuleMobile,Mobile data received today (SIM1),185,2325677,9256109,Failed,,1.283%,79798272,-32768
64,ModuleMobile,Mobile data sent today (SIM1),187,3004776,3004776,Passed,,1.283%,79630336,-167936
65,ModuleMobile,Mobile data received this week (SIM1),189,29965599,239672607,Failed,,1.283%,79773696,143360
66,ModuleMobile,Mobile data sent this week (SIM1),191,26654995,26654995,Passed,,1.284%,79622144,-151552
67,ModuleMobile,Mobile data received this month (SIM1),193,858712158,1717397598,Failed,,1.284%,79757312,135168
68,ModuleMobile,Mobile data sent this month (SIM1),195,71202770,142374866,Failed,,1.285%,79671296,-86016
69,ModuleMobile,Mobile data received last 24h (SIM1),197,223470272,223470272,Passed,,1.285%,79638528,-32768
70,ModuleMobile,Mobile data sent last 24h (SIM1),199,11425725,22828989,Failed,,1.286%,79585280,-53248
71,ModuleMobile,Active SIM card,205,1,1,Passed,,1.286%,79790080,204800
72,ModuleMobile,Mobile data received last week (SIM1),292,858712158,1717397598,Failed,,1.286%,79716352,-73728
73,ModuleMobile,Mobile data sent last week (SIM1),294,71202770,142374866,Failed,,1.287%,79810560,94208
74,ModuleMobile,Mobile data received last month (SIM1),296,880563092,1761104788,Failed,,1.287%,79876096,65536
75,ModuleMobile,Mobile data sent last month (SIM1),298,9895349,158272949,Failed,,1.287%,79884288,8192
76,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,1.288%,79900672,16384
77,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,1.288%,79904768,4096
78,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,1.288%,79880192,-24576
79,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,1.29%,79937536,57344
80,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,1.291%,79970304,32768
81,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,1.292%,79974400,4096
82,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,1.293%,80125952,151552
83,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,1.294%,80003072,-122880
84,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,1.294%,80052224,49152
85,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,1.294%,79970304,-81920
86,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,1.295%,79941632,-28672
87,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,1.295%,79974400,32768
88,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,1.295%,79998976,24576
89,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,1.296%,80089088,90112
90,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.296%,79908864,-180224
91,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.297%,79949824,40960
92,ModuleGPS,GPS speed,179,0,0,Passed,,1.297%,79949824,0
93,ModuleGPS,GPS satellite count,181,0,0,Passed,,1.298%,79843328,-106496
94,ModuleGPS,GPS accuracy,183,0,0,Passed,,1.298%,79888384,45056
95,ModuleSystem,System uptime,1,4346,4346,Passed,,1.298%,79880192,-8192
96,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-81,-81,Passed,,1.3%,79986688,106496
97,ModuleSystem,System temperature (in 0.1 °C),5,360,370,Passed,,1.301%,79966208,-20480
98,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,1.301%,79925248,-40960
99,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,1.301%,80019456,94208
100,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,1.302%,79958016,-61440
101,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,1.302%,80031744,73728
102,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,1.302%,80035840,4096
103,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,1.303%,80027648,-8192
104,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,1.306%,80134144,106496
105,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,1.307%,80191488,57344
106,ModuleMobile,GSM operator name,23,bite,bite,Passed,,1.309%,79990784,-200704
107,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,1.31%,79978496,-12288
108,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,1.31%,80011264,32768
109,ModuleMobile,Network type,119,lte,lte-a,Failed,,1.311%,80187392,176128
110,ModuleMobile,Mobile data received today (SIM1),185,4673630,9326686,Failed,,1.311%,80101376,-86016
111,ModuleMobile,Mobile data sent today (SIM1),187,1528344,3035672,Failed,,1.312%,80330752,229376
112,ModuleMobile,Mobile data received this week (SIM1),189,59945168,239743184,Failed,,1.312%,80097280,-233472
113,ModuleMobile,Mobile data sent this week (SIM1),191,6681027,26685891,Failed,,1.313%,80154624,57344
114,ModuleMobile,Mobile data received this month (SIM1),193,858749967,1717468175,Failed,,1.313%,80048128,-106496
115,ModuleMobile,Mobile data sent this month (SIM1),195,142405762,142405762,Passed,,1.313%,80080896,32768
116,ModuleMobile,Mobile data received last 24h (SIM1),197,223540849,223540849,Passed,,1.314%,80183296,102400
117,ModuleMobile,Mobile data sent last 24h (SIM1),199,22859885,22859885,Passed,,1.314%,80121856,-61440
118,ModuleMobile,Active SIM card,205,1,1,Passed,,1.314%,80191488,69632
119,ModuleMobile,Mobile data received last week (SIM1),292,858749967,1717468175,Failed,,1.315%,80240640,49152
120,ModuleMobile,Mobile data sent last week (SIM1),294,142405762,142405762,Passed,,1.315%,80388096,147456
121,ModuleMobile,Mobile data received last month (SIM1),296,880636266,1761243498,Failed,,1.316%,80310272,-77824
122,ModuleMobile,Mobile data sent last month (SIM1),298,158325621,158325621,Passed,,1.316%,80310272,0
123,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,1.316%,80297984,-12288
124,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,1.317%,80482304,184320
125,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,1.317%,80158720,-323584
126,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,1.318%,80314368,155648
127,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,1.318%,80293888,-20480
128,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,1.318%,80560128,266240
129,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,1.319%,80334848,-225280
130,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,1.319%,80412672,77824
131,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,1.32%,80318464,-94208
132,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,1.32%,80318464,0
133,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,1.321%,80543744,225280
134,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,1.322%,80637952,94208
135,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,1.323%,80601088,-36864
136,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,1.324%,80609280,8192
137,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.324%,80707584,98304
138,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.324%,80752640,45056
139,ModuleGPS,GPS speed,179,0,0,Passed,,1.325%,80609280,-143360
140,ModuleGPS,GPS satellite count,181,0,0,Passed,,1.325%,80662528,53248
141,ModuleGPS,GPS accuracy,183,0,0,Passed,,1.326%,80891904,229376
142,ModuleSystem,System uptime,1,4365,4365,Passed,,1.327%,80732160,-159744
143,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-81,-81,Passed,,1.327%,80654336,-77824
144,ModuleSystem,System temperature (in 0.1 °C),5,360,360,Passed,,1.328%,80543744,-110592
145,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,1.328%,80748544,204800
146,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,1.329%,80650240,-98304
147,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,1.33%,80617472,-32768
148,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,1.331%,80699392,81920
149,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,1.332%,80740352,40960
150,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,1.332%,80621568,-118784
151,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,1.334%,80711680,90112
152,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,1.336%,80601088,-110592
153,ModuleMobile,GSM operator name,23,bite,bite,Passed,,1.336%,80482304,-118784
154,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,1.337%,80384000,-98304
155,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,1.337%,80220160,-163840
156,ModuleMobile,Network type,119,lte,lte-a,Failed,,1.342%,80261120,40960
157,ModuleMobile,Mobile data received today (SIM1),185,296783,9439055,Failed,,1.342%,80265216,4096
158,ModuleMobile,Mobile data sent today (SIM1),187,3074753,3074753,Passed,,1.342%,80412672,147456
159,ModuleMobile,Mobile data received this week (SIM1),189,239855553,239855553,Passed,,1.343%,80334848,-77824
160,ModuleMobile,Mobile data sent this week (SIM1),191,26724972,26724972,Passed,,1.343%,80535552,200704
161,ModuleMobile,Mobile data received this month (SIM1),193,429404928,1717580544,Failed,,1.343%,80433152,-102400
162,ModuleMobile,Mobile data sent this month (SIM1),195,142444843,142444843,Passed,,1.344%,80592896,159744
163,ModuleMobile,Mobile data received last 24h (SIM1),197,223653218,223653218,Passed,,1.345%,80510976,-81920
164,ModuleMobile,Mobile data sent last 24h (SIM1),199,11462934,22898966,Failed,,1.345%,80449536,-61440
165,ModuleMobile,Active SIM card,205,1,1,Passed,,1.346%,80343040,-106496
166,ModuleMobile,Mobile data received last week (SIM1),292,429404928,1717580544,Failed,,1.346%,80257024,-86016
167,ModuleMobile,Mobile data sent last week (SIM1),294,142444843,142444843,Passed,,1.347%,80384000,126976
168,ModuleMobile,Mobile data received last month (SIM1),296,220167734,1761287734,Failed,,1.347%,80465920,81920
169,ModuleMobile,Mobile data sent last month (SIM1),298,19799822,158342926,Failed,,1.347%,80592896,126976
170,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,1.348%,80486400,-106496
171,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,1.348%,80515072,28672
172,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,1.348%,80539648,24576
173,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,1.349%,80642048,102400
174,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,1.349%,80723968,81920
175,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,1.349%,80809984,86016
176,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,1.35%,80691200,-118784
177,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,1.35%,80977920,286720
178,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,1.35%,80916480,-61440
179,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,1.351%,80867328,-49152
180,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,1.351%,80838656,-28672
181,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,1.352%,80904192,65536
182,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,1.352%,80818176,-86016
183,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,1.353%,80879616,61440
184,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.354%,81022976,143360
185,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.355%,81096704,73728
186,ModuleGPS,GPS speed,179,0,0,Passed,,1.355%,81043456,-53248
187,ModuleGPS,GPS satellite count,181,0,0,Passed,,1.355%,81022976,-20480
188,ModuleGPS,GPS accuracy,183,0,0,Passed,,1.356%,81125376,102400
