Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
42,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,1.25%,78704640,147456
43,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.25%,78680064,-24576
44,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.25%,78761984,81920
45,ModuleGPS,GPS speed,179,0,0,Passed,,1.251%,78761984,0
46,ModuleGPS,GPS satellite count,181,0,0,Passed,,1.251%,78761984,0
47,ModuleGPS,GPS accuracy,183,0,0,Passed,,1.251%,78680064,-81920
48,ModuleSystem,System uptime,1,3812,3812,Passed,,1.252%,78745600,65536
49,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-81,-81,Passed,,1.252%,78852096,106496
50,ModuleSystem,System temperature (in 0.1 °C),5,360,360,Passed,,1.253%,78667776,-184320
51,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,1.253%,78659584,-8192
52,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,1.253%,78733312,73728
53,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,1.254%,78712832,-20480
54,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,1.254%,78766080,53248
55,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,1.254%,78721024,-45056
56,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,1.255%,78581760,-139264
57,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,1.256%,78897152,315392
58,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,1.257%,78962688,65536
59,ModuleMobile,GSM operator name,23,bite,bite,Passed,,1.258%,79007744,45056
60,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,1.258%,79036416,28672
61,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,1.259%,79048704,12288
62,ModuleMobile,Network type,119,lte,lte-a,Failed,,1.26%,79228928,180224
63,ModuleMobile,Mobile data received today (SIM1),185,514872,8194872,Failed,,1.26%,79155200,-73728
64,ModuleMobile,Mobile data sent today (SIM1),187,2471647,2471647,Passed,,1.26%,79224832,69632
65,ModuleMobile,Mobile data received this week (SIM1),189,238611370,238611370,Passed,,1.264%,79101952,-122880
66,ModuleMobile,Mobile data sent this week (SIM1),191,26121866,26121866,Passed,,1.265%,79224832,122880
67,ModuleMobile,Mobile data received this month (SIM1),193,429094633,1716336361,Failed,,1.265%,79212544,-12288
68,ModuleMobile,Mobile data sent this month (SIM1),195,70938679,141848631,Failed,,1.265%,79241216,28672
69,ModuleMobile,Mobile data received last 24h (SIM1),197,222423586,222423586,Passed,,1.266%,79073280,-167936
70,ModuleMobile,Mobile data sent last 24h (SIM1),199,11161634,22302754,Failed,,1.266%,78917632,-155648
71,ModuleMobile,Active SIM card,205,1,1,Passed,,1.267%,78733312,-184320
72,ModuleMobile,Mobile data received last week (SIM1),292,858189760,1716350912,Failed,,1.268%,78598144,-135168
73,ModuleMobile,Mobile data sent last week (SIM1),294,70938679,141848631,Failed,,1.268%,78626816,28672
74,ModuleMobile,Mobile data received last month (SIM1),296,880040694,1760058102,Failed,,1.268%,78651392,24576
75,ModuleMobile,Mobile data sent last month (SIM1),298,4931098,157746714,Failed,,1.269%,78544896,-106496
76,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,1.271%,78630912,86016
77,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,1.272%,78561280,-69632
78,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,1.272%,78524416,-36864
79,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,1.272%,78708736,184320
80,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,1.274%,78663680,-45056
81,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,1.275%,78409728,-253952
82,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,1.276%,78594048,184320
83,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,1.276%,78356480,-237568
84,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,1.277%,78622720,266240
85,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,1.277%,78577664,-45056
86,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,1.277%,78553088,-24576
87,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,1.278%,78553088,0
88,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,1.278%,78581760,28672
89,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,1.28%,78835712,253952
90,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.281%,78835712,0
91,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,1.282%,78725120,-110592
92,ModuleGPS,GPS speed,179,0,0,Passed,,1.282%,78790656,65536
93,ModuleGPS,GPS satellite count,181,0,0,Passed,,1.282%,78602240,-188416
94,ModuleGPS,GPS accuracy,183,0,0,Passed,,1.283%,78712832,110592
95,ModuleSystem,System uptime,1,3843,3843,Passed,,1.283%,78753792,40960
96,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-81,-81,Passed,,1.284%,78864384,110592
97,ModuleSystem,System temperature (in 0.1 °C),5,360,360,Passed,,1.284%,78831616,-32768
98,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,1.284%,78860288,28672
99,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,1.284%,78852096,-8192
100,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,1.285%,78843904,-8192
101,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,1.285%,78901248,57344
102,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,1.286%,78848000,-53248
103,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,1.288%,79048704,200704
104,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,1.292%,79060992,12288
105,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,1.293%,78716928,-344064
106,ModuleMobile,GSM operator name,23,bite,bite,Passed,,1.294%,78749696,32768
107,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,1.295%,78761984,12288
108,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,1.295%,78692352,-69632
109,ModuleMobile,Network type,119,lte,lte-a,Failed,,1.296%,78921728,229376
110,ModuleMobile,Mobile data received today (SIM1),185,1037479,8262823,Failed,,1.296%,79020032,98304
111,ModuleMobile,Mobile data sent today (SIM1),187,632477,2500253,Failed,,1.297%,78884864,-135168
